beds,baths,sqft,lot_size,year_built,property_type,city,postal_code,lat,lon,sale_date,price
4,3,2545,5627,1973,Detached,Brampton,L6P,43.73096,-79.775815,2025-08-08,785897
4,3,1229,0,2010,Condo,Brampton,L6P,43.752884,-79.765308,2024-09-07,653626
3,2,2450,3101,1989,Detached,Burlington,L7R,43.320873,-79.790489,2022-03-18,832675
4,2,2391,3704,1968,Semi-Detached,Waterloo,N2L,43.471109,-80.52266,2022-05-12,764166
2,2,1860,4925,1970,Semi-Detached,Brampton,L6P,43.734203,-79.742314,2023-05-22,490519
2,2,1189,0,1983,Condo,Hamilton,L8P,43.242683,-79.865759,2024-11-11,489390
2,2,1872,4773,1990,Semi-Detached,Burlington,L7R,43.342157,-79.796193,2025-08-13,517116
3,3,1970,2806,1981,Semi-Detached,Hamilton,L8P,43.258971,-79.868454,2025-10-20,604722
3,3,1127,0,1996,Condo,Oakville,L6J,43.479224,-79.692556,2024-10-10,759212
5,3,2646,1938,2007,Semi-Detached,Hamilton,L8P,43.25953,-79.867775,2022-01-04,979277
1,2,1803,3288,1970,Semi-Detached,Toronto,M5V,43.629106,-79.393667,2023-09-09,727007
1,1,1521,1669,2003,Detached,Burlington,L7R,43.33179,-79.79372,2025-04-15,682512
1,2,1685,3698,1997,Semi-Detached,Waterloo,N2L,43.45897,-80.505865,2023-07-26,574174
2,3,1564,2286,1991,Townhouse,Oakville,L6J,43.472377,-79.671728,2024-08-28,933311
2,2,1155,0,1970,Condo,Burlington,L7R,43.332826,-79.79128,2023-07-11,524366
4,1,2315,4467,2016,Detached,Burlington,L7R,43.325437,-79.795763,2024-10-30,1338825
4,3,2137,1088,2006,Townhouse,Mississauga,L5B,43.58532,-79.633991,2024-07-16,891599
5,3,2225,2681,1992,Townhouse,Burlington,L7R,43.321763,-79.814928,2023-11-08,662671
4,3,1559,0,2008,Condo,Hamilton,L8P,43.238556,-79.873074,2024-04-07,575058
5,2,1354,0,2009,Condo,Brampton,L6P,43.736776,-79.768882,2023-09-06,547694
2,4,2112,3307,1974,Semi-Detached,Ottawa,K1A,45.430096,-75.710717,2022-11-05,553826
2,3,1043,0,1997,Condo,Waterloo,N2L,43.45474,-80.512688,2022-10-06,470044
2,3,1898,3216,1992,Semi-Detached,Waterloo,N2L,43.459272,-80.529255,2025-03-30,416931
2,3,1038,0,2007,Condo,Mississauga,L5B,43.604563,-79.638022,2025-05-24,569070
2,2,2024,2817,1994,Semi-Detached,Toronto,M5V,43.652897,-79.377365,2022-02-15,833242
2,1,1700,2222,1986,Townhouse,Brampton,L6P,43.730821,-79.765222,2025-06-23,598199
1,1,1066,1863,1991,Townhouse,Oakville,L6J,43.468873,-79.706346,2024-12-29,557325
2,2,1807,5994,1966,Semi-Detached,Mississauga,L5B,43.584585,-79.64078,2025-07-03,516749
3,3,1038,0,1992,Condo,Burlington,L7R,43.321905,-79.804893,2022-04-11,670159
2,4,1951,3504,2013,Detached,Oakville,L6J,43.4567,-79.675236,2023-01-22,1048944
4,2,2213,4053,2016,Detached,London,N6A,42.984181,-81.244866,2025-05-20,399252
1,2,1360,2202,2001,Townhouse,Mississauga,L5B,43.584317,-79.647435,2025-04-27,676230
1,4,982,0,1984,Condo,Waterloo,N2L,43.469061,-80.498063,2022-01-28,248334
4,1,1904,1932,1967,Townhouse,Brampton,L6P,43.741365,-79.758344,2024-01-27,676388
1,1,1934,3095,1988,Detached,Ottawa,K1A,45.409322,-75.700476,2023-12-01,598851
3,2,2399,3400,1987,Detached,Burlington,L7R,43.325211,-79.793129,2025-02-20,825108
2,2,905,0,1999,Condo,Mississauga,L5B,43.594164,-79.639442,2022-02-05,609551
3,3,1523,2478,1983,Townhouse,Waterloo,N2L,43.467122,-80.512729,2023-04-25,575432
4,2,2752,3941,1992,Semi-Detached,Waterloo,N2L,43.457212,-80.511535,2022-06-23,570231
5,2,3038,3785,1978,Detached,Waterloo,N2L,43.463474,-80.521747,2025-03-10,825005
1,2,1446,2545,2015,Townhouse,Toronto,M5V,43.635725,-79.37425,2022-11-13,837153
3,1,2131,2156,2014,Semi-Detached,Mississauga,L5B,43.581892,-79.659014,2024-07-28,1002401
3,2,1110,0,2000,Condo,London,N6A,42.985513,-81.244428,2023-05-31,292601
4,1,1386,0,1981,Condo,Burlington,L7R,43.332438,-79.7868,2023-09-16,450361
5,4,2680,3031,2013,Detached,Mississauga,L5B,43.583524,-79.627119,2024-04-24,999383
2,2,1999,3824,1986,Semi-Detached,Oakville,L6J,43.455248,-79.701169,2024-05-01,727942
4,2,2773,4025,1974,Semi-Detached,Burlington,L7R,43.334567,-79.797252,2024-02-01,847472
1,2,1350,2529,2020,Townhouse,Burlington,L7R,43.317632,-79.806096,2025-08-29,1039909
4,3,2475,3405,1975,Semi-Detached,Brampton,L6P,43.725799,-79.768277,2025-07-27,485017
1,2,1323,3585,1967,Detached,Toronto,M5V,43.63249,-79.3803,2025-11-24,806653
2,3,1657,2026,1973,Townhouse,Brampton,L6P,43.745532,-79.771226,2025-09-05,631087
5,3,1307,0,1988,Condo,Mississauga,L5B,43.593966,-79.634568,2025-11-29,410166
3,2,2510,3095,2020,Detached,Brampton,L6P,43.72213,-79.77355,2022-08-17,1081540
5,2,2340,1545,1985,Townhouse,Toronto,M5V,43.645619,-79.396705,2024-09-15,1150318
3,2,1341,0,1966,Condo,Brampton,L6P,43.713352,-79.76002,2023-05-18,534281
2,4,1598,4317,2007,Semi-Detached,London,N6A,42.986355,-81.248317,2022-12-23,604821
4,2,2084,3915,1987,Detached,Ottawa,K1A,45.414522,-75.697133,2023-06-07,668659
1,2,1736,2609,1987,Semi-Detached,Oakville,L6J,43.475886,-79.691429,2022-07-30,794660
3,3,2140,3190,1997,Detached,Burlington,L7R,43.327113,-79.810659,2022-02-04,872994
4,2,2494,4205,1986,Detached,Oakville,L6J,43.462582,-79.703381,2024-04-13,1479972
2,2,1574,2248,1968,Townhouse,Waterloo,N2L,43.457021,-80.526559,2024-12-07,409983
3,3,2468,1756,1970,Detached,Burlington,L7R,43.317053,-79.802406,2025-05-30,644481
2,2,2028,4149,2020,Detached,Toronto,M5V,43.646353,-79.38903,2025-04-24,1109072
4,3,2755,3311,1994,Semi-Detached,Waterloo,N2L,43.460337,-80.513477,2022-12-17,708880
4,3,1871,1889,1994,Townhouse,Ottawa,K1A,45.425411,-75.706801,2025-02-01,497167
3,1,2101,2523,2020,Semi-Detached,Ottawa,K1A,45.409654,-75.695417,2025-04-30,920891
3,1,2188,3445,2003,Detached,Mississauga,L5B,43.594916,-79.65036,2024-03-27,1034255
3,4,2415,3136,2020,Detached,Waterloo,N2L,43.473163,-80.51039,2022-06-12,1102846
4,4,2140,1837,1967,Townhouse,Toronto,M5V,43.644787,-79.37174,2023-08-12,703538
1,1,1761,3580,2006,Detached,Ottawa,K1A,45.410389,-75.68222,2022-02-28,717380
3,4,2393,3687,1997,Detached,Ottawa,K1A,45.417604,-75.697584,2024-09-01,872647
3,2,2194,3191,1970,Semi-Detached,Brampton,L6P,43.741461,-79.752159,2025-02-12,475562
4,2,1263,0,1990,Condo,Toronto,M5V,43.647982,-79.384227,2023-11-04,616735
4,2,2695,3978,2013,Detached,Oakville,L6J,43.473604,-79.682492,2022-03-21,1896904
1,3,1581,1846,1995,Townhouse,London,N6A,42.996221,-81.265372,2023-12-09,363583
3,4,2373,3201,2009,Semi-Detached,Oakville,L6J,43.473754,-79.687114,2022-03-13,1568276
1,2,1034,0,2013,Condo,Ottawa,K1A,45.423139,-75.697125,2024-03-23,436440
3,1,1856,3475,2020,Detached,Waterloo,N2L,43.466838,-80.51513,2025-02-07,835783
5,2,2651,2719,2005,Semi-Detached,Ottawa,K1A,45.405369,-75.688629,2024-11-20,984033
2,2,1433,1927,1992,Townhouse,Mississauga,L5B,43.600172,-79.654408,2022-09-03,565822
5,3,2470,4905,2016,Semi-Detached,London,N6A,42.987029,-81.242524,2025-09-08,517420
4,1,1429,0,1965,Condo,Toronto,M5V,43.634127,-79.383266,2022-08-24,904484
3,2,2190,3928,2002,Detached,London,N6A,42.988761,-81.232046,2022-04-28,763771
3,2,2296,4237,1968,Semi-Detached,Waterloo,N2L,43.455807,-80.517941,2025-12-28,578135
3,2,2500,5125,2016,Semi-Detached,Burlington,L7R,43.309579,-79.80297,2023-12-26,818947
2,4,1826,1602,2001,Townhouse,Mississauga,L5B,43.578475,-79.639391,2025-01-21,665583
3,1,2476,1873,2000,Detached,London,N6A,42.985094,-81.24959,2025-04-08,508856
2,3,1876,3955,1992,Semi-Detached,Mississauga,L5B,43.596732,-79.628575,2023-02-07,634823
1,3,1400,1666,2005,Townhouse,Waterloo,N2L,43.464327,-80.541557,2023-09-21,492964
4,2,2384,3317,1978,Detached,Burlington,L7R,43.319784,-79.812928,2025-12-20,781795
2,2,2190,4691,1989,Semi-Detached,Oakville,L6J,43.453782,-79.692245,2024-05-26,1246506
3,2,2340,5649,1992,Detached,Hamilton,L8P,43.268997,-79.898355,2022-10-22,701775
5,2,1250,0,1994,Condo,London,N6A,42.966746,-81.250529,2025-10-31,252750
3,2,1742,2115,1986,Townhouse,Brampton,L6P,43.732994,-79.768634,2024-03-25,562357
2,2,1728,2235,1992,Townhouse,Brampton,L6P,43.736969,-79.768222,2022-01-21,538229
3,2,2573,2724,2017,Detached,Burlington,L7R,43.32749,-79.815725,2024-12-21,934272
3,2,2129,4169,2006,Detached,London,N6A,42.995971,-81.260115,2022-05-27,468566
3,2,1235,0,1992,Condo,Burlington,L7R,43.329621,-79.799999,2022-10-22,633663
2,1,1948,2088,1978,Semi-Detached,Oakville,L6J,43.458326,-79.684251,2025-09-30,788878
4,1,2737,3121,2002,Detached,Oakville,L6J,43.460757,-79.686644,2022-04-09,1583295
1,2,1513,3846,1966,Detached,Ottawa,K1A,45.416204,-75.698538,2022-04-02,546678
4,3,2222,1445,2002,Townhouse,Mississauga,L5B,43.593075,-79.645023,2025-08-20,605087
3,3,1411,0,1999,Condo,Ottawa,K1A,45.414766,-75.68789,2024-12-23,429635
2,4,1839,2183,2020,Detached,Ottawa,K1A,45.430642,-75.698404,2023-04-12,1095599
3,2,2024,3910,1984,Semi-Detached,Toronto,M5V,43.634982,-79.390855,2024-01-06,644403
3,3,1138,0,1990,Condo,London,N6A,42.975975,-81.270776,2024-09-24,427160
2,2,1877,2826,1990,Semi-Detached,Hamilton,L8P,43.264509,-79.860338,2022-12-08,662428
2,3,1200,0,1985,Condo,Brampton,L6P,43.743024,-79.755559,2022-02-19,363308
4,2,2571,2153,1976,Detached,Ottawa,K1A,45.427048,-75.688379,2024-03-31,809254
5,2,1567,0,1996,Condo,Ottawa,K1A,45.411141,-75.705965,2023-12-18,530340
4,3,2531,3988,2007,Semi-Detached,London,N6A,42.990258,-81.236948,2023-03-13,622522
5,3,2340,2457,1972,Townhouse,Hamilton,L8P,43.2609,-79.864741,2022-04-21,731722
2,3,1149,0,1984,Condo,Toronto,M5V,43.632009,-79.394752,2022-03-18,599658
3,2,2353,2622,2017,Detached,Hamilton,L8P,43.261128,-79.871844,2025-01-16,840064
3,2,1785,1066,2001,Townhouse,Ottawa,K1A,45.426522,-75.689676,2025-07-06,731885
5,2,2857,1933,1996,Semi-Detached,London,N6A,42.969172,-81.245682,2023-12-26,701982
5,4,2650,4327,1992,Detached,Ottawa,K1A,45.427773,-75.703507,2022-09-29,628198
3,1,1979,3155,1969,Semi-Detached,Ottawa,K1A,45.418381,-75.706169,2024-02-12,587778
2,3,1548,2153,2012,Townhouse,Waterloo,N2L,43.464878,-80.525925,2024-03-10,473098
2,3,1234,0,2018,Condo,Brampton,L6P,43.72995,-79.765608,2022-02-17,619753
4,2,2391,4747,1989,Detached,Toronto,M5V,43.655173,-79.400034,2023-10-08,908649
3,2,2341,2453,2003,Detached,Burlington,L7R,43.320465,-79.806498,2025-09-15,997800
1,1,1596,2991,2013,Detached,Ottawa,K1A,45.415101,-75.707917,2024-06-02,630162
2,1,2153,4486,2015,Semi-Detached,Brampton,L6P,43.731495,-79.738635,2022-08-27,713239
3,2,2240,4390,2008,Detached,Brampton,L6P,43.743911,-79.768394,2023-03-13,964348
4,3,2683,2443,1974,Semi-Detached,Brampton,L6P,43.720288,-79.753142,2025-12-21,443347
4,3,2335,3960,2001,Detached,Ottawa,K1A,45.429316,-75.709176,2023-12-08,916044
4,3,1207,0,1986,Condo,Waterloo,N2L,43.446159,-80.536576,2025-05-17,423419
2,1,1798,6040,1973,Semi-Detached,Hamilton,L8P,43.257419,-79.861558,2025-12-05,498646
2,4,1984,4310,1974,Semi-Detached,Ottawa,K1A,45.421295,-75.697513,2022-02-05,643706
4,2,2503,4764,1970,Semi-Detached,Waterloo,N2L,43.451152,-80.502591,2023-05-20,551930
2,4,1291,2158,2004,Townhouse,Ottawa,K1A,45.417297,-75.698901,2025-06-02,416484
3,1,1221,0,1985,Condo,Hamilton,L8P,43.260486,-79.863641,2024-10-29,370708
1,1,1408,1963,2009,Townhouse,Ottawa,K1A,45.403156,-75.715175,2025-09-06,571812
1,2,2165,3297,1965,Detached,Burlington,L7R,43.353067,-79.808398,2022-07-02,632440
5,1,1504,0,2020,Condo,London,N6A,42.961607,-81.230029,2023-07-01,644860
2,1,1625,2878,1995,Semi-Detached,Waterloo,N2L,43.459514,-80.520327,2023-04-20,654957
2,3,1052,0,1965,Condo,Burlington,L7R,43.330087,-79.784519,2025-09-23,616600
3,4,1273,0,2004,Condo,Waterloo,N2L,43.458024,-80.528825,2025-05-28,493342
2,3,1145,0,2009,Condo,Brampton,L6P,43.722482,-79.766794,2023-06-16,506659
3,3,1200,0,2021,Condo,Toronto,M5V,43.637801,-79.391115,2023-02-10,1071003
1,3,1714,3033,1992,Detached,Waterloo,N2L,43.463427,-80.527786,2025-01-23,533296
2,3,2240,3905,1965,Semi-Detached,Hamilton,L8P,43.250248,-79.873179,2024-09-08,547900
2,1,2139,4225,1999,Semi-Detached,Oakville,L6J,43.454422,-79.691259,2022-09-22,1335353
3,2,1270,0,2020,Condo,Hamilton,L8P,43.24786,-79.886176,2023-06-29,514228
4,2,1950,1598,1985,Townhouse,Burlington,L7R,43.31974,-79.796516,2022-06-07,671546
2,1,1431,1499,1975,Townhouse,Burlington,L7R,43.337324,-79.807964,2024-06-06,449622
4,2,1105,0,2022,Condo,Waterloo,N2L,43.450579,-80.536643,2024-04-15,525797
4,2,2179,2261,1994,Townhouse,Mississauga,L5B,43.574527,-79.652767,2025-06-10,725139
5,2,1642,0,2004,Condo,Brampton,L6P,43.715932,-79.773076,2025-11-28,702644
3,1,2637,4136,2021,Semi-Detached,Ottawa,K1A,45.414556,-75.702193,2024-01-05,662729
3,3,2327,4731,2016,Detached,Ottawa,K1A,45.417894,-75.696575,2025-08-31,878391
4,2,1767,1786,2020,Townhouse,Toronto,M5V,43.62971,-79.39362,2023-02-05,1583535
3,2,978,0,1966,Condo,Burlington,L7R,43.322514,-79.794301,2023-11-28,395253
2,2,1113,0,1976,Condo,Waterloo,N2L,43.473655,-80.505825,2024-08-25,454372
3,4,1305,0,1966,Condo,London,N6A,42.983426,-81.25708,2025-12-08,292945
3,1,1871,2200,1983,Townhouse,Burlington,L7R,43.330361,-79.803866,2025-10-06,771991
3,2,1285,0,2022,Condo,Mississauga,L5B,43.588084,-79.635234,2025-12-22,787975
3,3,1917,2679,2008,Detached,Toronto,M5V,43.645912,-79.38978,2025-07-03,1495729
3,2,2117,2040,1993,Semi-Detached,Waterloo,N2L,43.460623,-80.511946,2024-08-28,738752
2,2,1092,0,1979,Condo,Ottawa,K1A,45.425069,-75.707058,2023-02-17,333058
5,4,1970,2142,1996,Townhouse,Hamilton,L8P,43.246106,-79.872191,2025-03-25,702253
4,2,1405,0,2013,Condo,Oakville,L6J,43.47927,-79.696182,2025-01-25,904646
2,2,2104,3134,1981,Detached,London,N6A,42.980292,-81.254973,2024-05-13,407570
3,3,1316,0,2021,Condo,Waterloo,N2L,43.473792,-80.531874,2022-03-10,689404
2,2,2119,3853,1999,Semi-Detached,Ottawa,K1A,45.397697,-75.677688,2022-01-28,630279
4,4,2525,2846,1966,Detached,Burlington,L7R,43.332116,-79.796388,2023-10-18,863186
2,1,1921,4180,1974,Detached,London,N6A,42.977076,-81.26008,2023-02-07,405217
3,2,1685,2078,2007,Townhouse,Brampton,L6P,43.732124,-79.752771,2022-07-13,640219
5,2,2463,2877,2008,Semi-Detached,Burlington,L7R,43.312191,-79.807393,2024-03-20,887168
3,2,2232,3279,2008,Semi-Detached,Hamilton,L8P,43.250196,-79.866681,2023-08-12,552767
4,2,2546,2876,1989,Detached,Brampton,L6P,43.737778,-79.759998,2025-11-09,805656
2,2,1961,1543,1997,Detached,Mississauga,L5B,43.604386,-79.645092,2024-11-15,894785
3,4,1355,0,1997,Condo,Waterloo,N2L,43.457528,-80.522869,2024-11-19,404901
2,2,2059,4205,2006,Semi-Detached,Mississauga,L5B,43.590592,-79.641765,2025-04-14,719328
3,2,1959,4192,1971,Semi-Detached,Waterloo,N2L,43.47335,-80.519321,2022-02-04,472638
5,2,2203,2533,1968,Townhouse,Waterloo,N2L,43.472033,-80.51954,2025-11-17,601855
4,2,1328,0,1994,Condo,Hamilton,L8P,43.26037,-79.875831,2022-08-06,427757
2,3,1226,0,1976,Condo,Hamilton,L8P,43.265865,-79.879006,2023-06-11,471230
3,2,2220,5335,1993,Detached,Mississauga,L5B,43.590949,-79.633645,2025-06-29,815467
2,4,1797,4690,1969,Semi-Detached,London,N6A,43.003356,-81.233727,2025-06-27,353048
4,1,2602,4239,1994,Semi-Detached,Hamilton,L8P,43.24911,-79.87621,2025-02-19,833598
3,1,1742,1564,1987,Townhouse,Waterloo,N2L,43.455839,-80.511462,2022-06-17,591064
2,1,1773,1733,2003,Semi-Detached,Toronto,M5V,43.644005,-79.388821,2025-02-17,1075475
3,2,2299,3162,1970,Detached,Burlington,L7R,43.316385,-79.791011,2024-03-27,659957
4,4,2559,2868,2000,Detached,Mississauga,L5B,43.607852,-79.626849,2022-01-07,1008669
4,1,1325,0,1973,Condo,Waterloo,N2L,43.459591,-80.519575,2024-08-07,430875
3,2,1260,0,1995,Condo,Hamilton,L8P,43.265526,-79.871654,2023-06-02,405629
4,3,2207,4885,1982,Semi-Detached,Brampton,L6P,43.706605,-79.768969,2023-07-26,611305
5,2,2918,3573,1982,Semi-Detached,London,N6A,42.98604,-81.231059,2022-11-24,413613
3,1,2131,3810,1999,Semi-Detached,Brampton,L6P,43.726893,-79.762503,2023-06-06,564052
3,2,1845,1284,1968,Semi-Detached,Burlington,L7R,43.321728,-79.79358,2023-02-12,476868
4,2,2669,2290,2001,Detached,Oakville,L6J,43.466971,-79.673659,2025-04-03,1305966
2,3,1891,1189,1965,Semi-Detached,Burlington,L7R,43.329887,-79.793954,2023-11-24,830739
2,2,2230,3694,2003,Semi-Detached,Brampton,L6P,43.730451,-79.750024,2022-03-21,790402
1,2,1629,1928,1989,Semi-Detached,Toronto,M5V,43.681514,-79.400471,2023-07-23,647616
1,1,1543,1051,2002,Townhouse,Ottawa,K1A,45.432441,-75.696101,2023-03-16,535230
3,2,1205,0,1991,Condo,Waterloo,N2L,43.460131,-80.523821,2025-09-13,364730
1,3,1581,4160,1977,Semi-Detached,Mississauga,L5B,43.563558,-79.647631,2024-01-01,739054
3,3,1646,1701,2009,Townhouse,Mississauga,L5B,43.587666,-79.647603,2022-02-14,753077
2,2,970,0,2017,Condo,Mississauga,L5B,43.589395,-79.660155,2024-09-21,686087
2,2,1331,1817,1999,Townhouse,Mississauga,L5B,43.60918,-79.650344,2023-08-17,713578
2,3,1614,1568,2000,Townhouse,Mississauga,L5B,43.588361,-79.651117,2023-09-07,732057
2,4,1490,4347,1969,Semi-Detached,Toronto,M5V,43.639379,-79.387925,2025-12-27,751390
4,2,1199,0,1976,Condo,Burlington,L7R,43.327724,-79.797263,2024-01-01,546572
2,3,1483,2975,2003,Detached,Mississauga,L5B,43.590026,-79.62847,2024-12-22,625606
1,2,1357,1760,1966,Townhouse,Toronto,M5V,43.635458,-79.390885,2025-11-14,939334
3,2,2412,4150,2003,Detached,Toronto,M5V,43.647328,-79.389892,2025-04-08,1055794
3,2,2135,3637,1993,Semi-Detached,Mississauga,L5B,43.594733,-79.65,2025-02-11,477756
5,1,2875,3724,1994,Detached,Oakville,L6J,43.473203,-79.697906,2023-12-20,1662160
5,1,2190,2396,1995,Townhouse,Waterloo,N2L,43.46758,-80.520418,2022-07-29,727303
3,3,1314,0,2012,Condo,Burlington,L7R,43.326168,-79.798157,2022-04-21,572445
2,2,1150,0,1999,Condo,London,N6A,42.993208,-81.253222,2023-12-19,316743
1,1,1355,1740,1986,Townhouse,London,N6A,42.979268,-81.243373,2025-03-08,251478
5,2,2063,1944,1967,Townhouse,London,N6A,43.000332,-81.231201,2025-10-07,351819
4,3,1967,1905,1989,Townhouse,Ottawa,K1A,45.447446,-75.677739,2024-10-23,452676
2,2,1140,0,2008,Condo,Waterloo,N2L,43.458863,-80.540289,2022-10-09,355036
4,2,1675,1379,1989,Townhouse,Toronto,M5V,43.666387,-79.382152,2025-07-07,778787
1,2,1622,3690,1982,Detached,London,N6A,42.975986,-81.236417,2022-10-13,356162
3,2,1244,0,1975,Condo,Toronto,M5V,43.645264,-79.398642,2023-04-16,687216
3,1,2455,2901,1986,Semi-Detached,Waterloo,N2L,43.468012,-80.527517,2023-02-17,607378
3,3,2422,4138,1995,Detached,Toronto,M5V,43.642449,-79.404984,2022-02-01,974987
4,3,2106,1438,1966,Townhouse,Oakville,L6J,43.475048,-79.689106,2025-09-29,829064
1,2,1625,2164,1967,Townhouse,Ottawa,K1A,45.414946,-75.710351,2022-01-24,442980
5,3,1641,0,1995,Condo,Burlington,L7R,43.318033,-79.803347,2024-08-09,837946
3,3,1295,0,1980,Condo,Oakville,L6J,43.453934,-79.678924,2025-09-13,734339
3,1,2072,4713,1984,Detached,Ottawa,K1A,45.425947,-75.700074,2023-06-22,658198
2,2,2309,2072,2005,Detached,London,N6A,42.989293,-81.240244,2023-05-04,452834
1,2,1279,3619,2010,Detached,London,N6A,42.985372,-81.221298,2025-10-24,450393
2,2,1205,0,1980,Condo,London,N6A,42.99401,-81.259223,2022-08-10,262360
1,1,947,0,1974,Condo,Ottawa,K1A,45.431677,-75.703209,2025-12-18,426699
1,3,1851,3671,2018,Detached,Waterloo,N2L,43.466748,-80.523867,2023-08-25,653648
3,1,1218,0,2017,Condo,London,N6A,42.972481,-81.236323,2025-11-19,440723
4,4,2421,5517,1970,Detached,Burlington,L7R,43.304602,-79.789376,2022-08-14,806015
3,1,1690,1751,1983,Townhouse,Waterloo,N2L,43.490089,-80.527575,2023-10-13,500419
4,1,2439,4300,1992,Semi-Detached,Ottawa,K1A,45.416896,-75.693842,2023-06-14,650243
5,2,2669,3464,2006,Detached,Oakville,L6J,43.451775,-79.697847,2022-12-09,1293393
3,2,1238,0,1971,Condo,Brampton,L6P,43.719138,-79.762938,2024-10-06,535818
3,1,1779,1243,1996,Townhouse,Mississauga,L5B,43.585005,-79.646672,2023-10-19,735538
1,1,1052,0,1973,Condo,Oakville,L6J,43.480787,-79.701101,2023-04-05,617902
2,4,1175,0,1985,Condo,Brampton,L6P,43.730656,-79.757989,2023-06-09,449804
5,2,1740,0,1996,Condo,Mississauga,L5B,43.602299,-79.636713,2022-07-01,578280
3,2,2156,2795,1974,Semi-Detached,Oakville,L6J,43.462026,-79.675092,2025-07-12,797552
3,1,2327,2141,2018,Semi-Detached,Ottawa,K1A,45.440275,-75.689768,2023-03-07,921209
3,1,2236,4992,1998,Detached,Brampton,L6P,43.716269,-79.748022,2025-02-02,666723
3,2,1172,0,2000,Condo,Mississauga,L5B,43.587834,-79.659963,2025-02-10,674440
3,3,1970,4232,2022,Semi-Detached,Toronto,M5V,43.631049,-79.38838,2025-05-01,1409513
3,2,1329,0,1999,Condo,London,N6A,42.994603,-81.228111,2023-01-30,448521
3,2,2329,2206,1985,Semi-Detached,Hamilton,L8P,43.254938,-79.870315,2022-06-12,524096
2,3,1105,0,2016,Condo,Hamilton,L8P,43.260575,-79.85538,2025-12-02,576731
3,2,2549,3365,2004,Semi-Detached,Mississauga,L5B,43.585547,-79.630481,2025-10-17,661745
3,3,1181,0,2007,Condo,Oakville,L6J,43.470371,-79.683467,2025-04-01,918455
4,1,1827,1537,1976,Townhouse,Mississauga,L5B,43.573516,-79.649924,2023-04-22,580856
3,2,2207,2948,2006,Detached,Ottawa,K1A,45.417033,-75.695401,2023-04-21,880472
2,1,1215,0,1974,Condo,London,N6A,42.976523,-81.244215,2022-10-21,338970
3,1,1117,0,1998,Condo,Waterloo,N2L,43.459712,-80.528671,2023-12-20,507888
2,2,1741,2936,1978,Semi-Detached,Ottawa,K1A,45.411425,-75.702613,2022-08-10,474266
2,1,1879,4211,1979,Detached,Hamilton,L8P,43.244532,-79.874792,2023-12-18,598441
3,2,2272,3229,1967,Detached,Hamilton,L8P,43.260601,-79.843078,2025-03-17,709775
2,3,2356,3199,1972,Detached,Mississauga,L5B,43.569009,-79.66242,2022-03-16,803246
3,2,2253,3759,2021,Semi-Detached,London,N6A,42.98212,-81.254997,2022-02-12,727172
3,2,1849,1111,1998,Townhouse,Mississauga,L5B,43.592641,-79.642065,2025-05-18,677243
1,2,1327,2127,1966,Townhouse,Brampton,L6P,43.741343,-79.751761,2024-05-04,416911
5,4,2784,2605,2010,Detached,Waterloo,N2L,43.469133,-80.522375,2022-11-30,1105443
4,2,2525,3490,1968,Detached,Hamilton,L8P,43.263919,-79.858002,2024-09-15,641291
2,2,2206,4824,1998,Semi-Detached,Oakville,L6J,43.464497,-79.681848,2023-03-21,1023115
5,2,1402,0,1998,Condo,Waterloo,N2L,43.466498,-80.510929,2024-12-04,549590
3,2,2073,2513,2014,Townhouse,London,N6A,42.995774,-81.233982,2025-08-05,615156
2,2,1824,2629,1999,Semi-Detached,Brampton,L6P,43.741393,-79.777649,2022-04-30,788712
2,1,1022,0,1984,Condo,Mississauga,L5B,43.584187,-79.642817,2022-06-18,429785
4,1,1344,0,2001,Condo,Toronto,M5V,43.636437,-79.397648,2024-12-15,1166316
2,3,2161,4245,1966,Semi-Detached,London,N6A,42.974746,-81.258916,2025-08-01,361456
3,1,2572,3889,2012,Semi-Detached,Hamilton,L8P,43.254347,-79.882109,2025-07-31,494785
1,1,1092,0,2016,Condo,Burlington,L7R,43.327769,-79.800004,2024-12-26,519549
3,3,1872,2085,1997,Townhouse,Brampton,L6P,43.743648,-79.754337,2025-12-06,745271
2,2,2030,4522,1990,Detached,Brampton,L6P,43.730253,-79.767184,2024-12-19,780880
2,1,1466,1672,1971,Townhouse,London,N6A,42.984673,-81.238666,2024-06-09,296600
4,2,2596,4299,1999,Detached,Oakville,L6J,43.473117,-79.668519,2024-11-08,1451797
2,2,1140,0,2011,Condo,Hamilton,L8P,43.243169,-79.880056,2023-07-12,627886
2,2,1234,0,1970,Condo,Ottawa,K1A,45.422371,-75.696297,2023-01-09,351515
2,2,1151,0,1982,Condo,Hamilton,L8P,43.274634,-79.868726,2023-11-17,373539
2,2,1483,2635,2007,Townhouse,Toronto,M5V,43.622676,-79.375734,2023-12-27,1002342
3,2,2247,1551,1965,Semi-Detached,Brampton,L6P,43.728582,-79.772479,2023-01-20,497567
4,3,2603,3125,2015,Detached,Ottawa,K1A,45.419805,-75.691474,2024-03-05,825378
3,1,1476,0,1988,Condo,Brampton,L6P,43.72786,-79.762825,2022-01-12,516090
2,1,1652,2295,1966,Townhouse,Waterloo,N2L,43.480296,-80.528029,2022-04-19,621499
3,2,2298,4401,2009,Detached,Brampton,L6P,43.747357,-79.767251,2022-01-01,767782
3,1,1064,0,1974,Condo,Oakville,L6J,43.480668,-79.686776,2023-04-30,842473
